dest_ip,protocol,port,size,priority
218.156.93.203,6,33894,610,5
114.34.106.146,17,34330,1084,5
20.212.0.99,17,34577,687,5
177.44.96.129,17,42031,1070,5
117.173.77.121,17,53,1253,9
142.93.201.39,17,53,662,9
171.231.198.144,6,443,1296,8
177.8.251.206,17,53,1389,9
104.28.246.113,6,39618,426,5
185.255.215.43,6,443,1233,8
103.146.202.174,17,53,1167,9
158.158.41.30,6,50957,1074,5
106.75.99.100,17,53,935,9
202.8.43.201,17,53,106,9
185.196.8.6,6,80,853,8
158.160.163.225,17,53,531,9
198.244.168.150,6,61045,350,5
110.16.40.3,17,53,622,9
180.100.212.177,6,80,971,8
218.149.179.112,17,53,258,9
15.235.96.229,6,80,428,8
191.109.170.154,17,32244,959,5
191.53.131.32,6,80,1355,8
182.95.230.206,17,5654,126,5
157.245.243.118,17,62751,1359,5
185.38.148.2,6,39728,1042,5
167.114.139.20,6,80,713,8
113.161.39.122,6,443,932,8
156.227.232.10,17,53,357,9
113.108.63.207,17,53,835,9
108.197.237.160,6,80,1367,8
104.200.207.250,6,80,1356,8
14.241.40.68,17,53,203,9
160.250.181.122,17,56778,310,5
161.81.253.3,17,62267,1426,5
185.196.11.54,6,443,686,8
149.210.205.66,17,53,199,9
14.194.62.218,6,60809,167,5
198.244.240.166,6,443,743,8
185.15.171.241,6,80,124,8
180.76.171.14,6,80,1451,8
121.237.180.222,17,53,892,9
140.84.188.140,17,53,562,9
135.181.161.22,17,15293,222,5
122.187.250.250,6,80,1361,8
142.44.233.39,6,80,662,8
109.69.52.135,17,53,1113,9
199.45.154.128,17,26814,396,5
142.44.220.89,6,52382,1024,5
198.244.183.61,17,64057,1378,5
15.235.27.159,6,80,276,8
198.244.242.53,17,53,611,9
15.235.98.35,6,80,761,8
125.19.207.50,6,51265,754,5
150.95.112.35,6,33158,1464,5
117.198.97.54,17,53,524,9
186.96.195.164,6,80,187,8
178.128.86.15,17,54532,228,5
198.244.240.134,17,64844,1360,5
198.244.240.103,17,53,875,9
109.236.45.30,17,53,252,9
113.193.234.210,17,53,169,9
196.229.25.124,17,53,1477,9
15.235.98.19,17,29589,397,5
128.1.132.137,6,443,825,8
106.13.39.89,17,53,1448,9
191.252.220.212,17,53,198,9
167.114.139.2,6,43998,1303,5
198.244.183.2,6,443,1043,8
157.20.32.173,6,443,1066,8
154.16.49.12,6,80,414,8
142.44.225.161,17,28804,393,5
15.235.96.70,17,53,438,9
122.186.201.62,17,56579,658,5
199.244.88.221,6,80,85,8
168.100.149.167,6,443,1081,8
15.235.27.88,6,443,651,8
188.124.225.42,17,23338,1219,5
209.97.168.111,17,6770,1412,5
14.116.156.100,17,49034,686,5
111.26.62.39,17,40491,460,5
222.104.76.94,6,80,1254,8
103.172.204.83,6,80,1196,8
115.68.226.124,17,2703,1391,5
198.23.212.13,6,443,826,8
177.8.254.68,17,52543,651,5
2.134.171.103,17,53,1484,9
120.194.220.230,17,15072,72,5
202.165.15.132,6,80,921,8
197.5.145.150,17,53,1098,9
199.45.155.80,6,80,371,8
116.140.211.102,6,80,1007,8
195.43.66.5,17,53,219,9
185.180.141.37,6,80,869,8
213.230.64.246,17,46388,828,5
167.114.139.167,6,443,709,8
183.179.164.210,17,43417,1383,5
198.244.226.113,17,53,650,9
170.247.76.41,6,443,932,8
152.32.218.149,17,53,1410,9
185.247.137.179,17,53,941,9
176.103.2.81,6,80,1201,8
15.235.27.14,6,64383,1092,5
198.244.168.5,6,443,207,8
212.22.90.169,6,80,586,8
14.137.77.158,17,56431,1145,5
177.184.230.225,17,53,1352,9
193.180.125.77,17,16706,1288,5
167.94.146.63,17,40545,564,5
150.228.210.69,6,41185,479,5
103.166.100.102,6,443,465,8
221.229.220.180,17,37325,1113,5
120.211.5.35,6,443,880,8
116.111.2.94,6,80,315,8
175.210.74.19,17,53,952,9
177.92.247.166,6,25855,777,5
200.229.252.203,6,17373,745,5
208.69.161.214,6,443,1364,8
182.147.221.248,6,443,1068,8
180.76.194.91,6,24611,336,5
115.190.9.143,6,443,1134,8
115.190.238.64,6,443,1121,8
165.232.154.248,17,40137,891,5
187.8.64.94,6,443,491,8
178.219.104.99,17,53,1327,9
103.227.255.141,17,53,872,9
185.247.137.147,17,53,379,9
207.46.224.83,17,29461,443,5
15.235.27.182,6,30483,891,5
203.15.2.16,17,53,973,9
201.249.89.102,17,44978,532,5
103.13.19.140,17,53,202,9
218.4.156.254,6,443,1244,8
222.120.176.6,17,53,945,9
152.200.181.42,6,80,804,8
121.131.220.141,6,443,638,8
109.195.108.173,6,443,387,8
165.154.254.42,17,53,304,9
179.189.196.91,6,16858,374,5
182.75.14.134,17,46435,1031,5
218.29.231.106,17,53,781,9
129.153.121.56,6,443,624,8
239.255.162.244,6,443,901,8
10.57.139.247,17,53,353,9
237.186.148.132,17,53,551,9
152.205.38.85,17,12983,605,5
77.24.123.117,17,53,481,9
140.215.76.39,17,53,365,9
181.42.158.107,17,35325,725,5
134.128.74.138,6,80,350,8
244.253.37.183,17,34324,1391,5
133.70.116.38,17,58241,80,5
40.204.129.42,6,443,1269,8
103.70.87.67,17,53,1470,9
89.114.120.197,6,64981,612,5
226.38.73.238,17,61957,733,5
169.208.73.220,6,41416,122,5
84.192.198.194,17,31640,521,5
75.39.176.121,17,32990,831,5
166.56.136.84,17,53,651,9
88.147.239.18,17,53,845,9
226.186.159.206,17,26697,269,5
29.6.20.158,6,443,1239,8
185.86.119.49,17,53,370,9
197.63.29.179,6,80,943,8
130.60.126.249,17,25853,1446,5
124.159.59.195,6,22241,559,5
166.202.141.80,6,1710,366,5
24.144.153.201,17,53,1006,9
136.128.45.77,17,57127,1039,5
160.126.175.177,17,65486,1316,5
175.118.182.194,17,46432,958,5
213.238.37.135,6,46367,143,5
175.160.140.190,17,53,797,9
6.20.172.65,6,25753,1393,5
183.132.174.8,6,80,954,8
9.178.234.230,6,80,140,8
18.192.98.12,17,53,77,9
210.85.164.222,6,80,1317,8
233.54.106.133,6,25006,1148,5
104.90.159.43,17,15379,1262,5
103.137.231.208,6,57819,593,5
80.255.222.100,17,53,957,9
217.38.254.65,17,53,435,9
128.185.236.48,6,80,1161,8
175.149.190.121,17,53,235,9
155.71.230.57,6,443,1235,8
237.59.157.19,17,60657,979,5
97.164.81.255,17,14070,491,5
7.227.195.154,6,80,226,8
56.73.30.204,17,53,733,9
191.43.67.180,6,443,779,8
162.80.209.51,17,47448,197,5
165.223.111.133,6,54909,491,5
36.49.19.253,17,43674,194,5
10.177.165.4,6,443,1056,8
21.202.223.175,17,53,1093,9
185.215.7.169,6,80,454,8
54.52.100.108,6,443,1247,8
36.119.240.71,6,10544,205,5
47.26.37.168,17,53,1180,9
64.179.175.124,17,53803,1127,5
29.87.231.52,17,53,1244,9
140.129.129.180,6,80,1378,8
18.185.154.80,6,443,179,8
171.243.144.150,17,53,1093,9
64.45.16.91,17,53,849,9
148.161.234.176,6,443,452,8
243.152.30.158,6,443,370,8
91.109.107.124,17,53,1182,9
60.10.88.78,17,35646,1225,5
49.137.31.72,17,53,1319,9
124.97.102.223,6,443,620,8
168.207.229.137,17,39967,559,5
145.29.220.121,17,53,694,9
206.197.105.105,17,53,446,9
245.106.171.192,17,62766,169,5
43.43.245.140,17,53,1000,9
80.46.216.24,17,3444,752,5
201.33.5.124,17,53,524,9
164.13.254.165,6,61749,160,5
92.7.70.83,17,53,77,9
122.222.67.103,17,53,865,9
114.2.250.229,6,443,263,8
198.87.32.174,6,60520,1441,5
27.220.116.169,6,4473,918,5
211.145.208.23,17,57368,834,5
50.73.92.255,17,56496,801,5
160.106.24.125,6,41497,106,5
186.56.140.143,17,46652,1001,5
228.97.1.96,17,53,1165,9
161.178.70.39,6,32238,1237,5
148.50.215.151,6,443,1296,8
138.40.71.146,17,53,526,9
38.12.207.180,17,53,1225,9
100.122.197.145,6,22362,376,5
219.111.28.51,6,443,1224,8
34.70.10.201,17,2221,1277,5
23.46.140.104,6,80,997,8
175.37.55.245,17,18849,1082,5
35.239.85.97,6,51440,695,5
40.194.204.233,6,80,1399,8
187.100.165.37,6,80,270,8
240.109.202.36,6,39093,164,5
10.88.244.60,6,443,917,8
194.239.218.139,6,80,985,8
59.83.246.75,6,62090,1194,5
67.172.232.117,6,63176,574,5
59.232.165.223,6,443,1164,8
171.40.109.9,6,80,602,8
202.157.39.4,17,17400,1069,5
99.90.17.242,6,80,854,8
234.251.159.32,6,49376,434,5
225.173.100.12,17,53,378,9
166.5.183.201,17,53,890,9
189.237.203.122,17,53,1152,9
145.246.4.6,6,63836,747,5
96.230.150.255,6,80,801,8
64.103.247.144,17,46869,504,5
103.229.70.70,6,80,826,8
88.84.9.217,6,56941,707,5
202.235.153.89,17,53,1177,9
225.204.255.13,17,53,282,9
112.157.51.139,6,30783,1335,5
58.224.172.219,17,48471,282,5
71.227.33.194,17,65240,1128,5
38.118.39.202,6,80,1363,8
40.72.146.64,6,18790,939,5
209.35.247.193,17,53,1285,9
169.62.123.91,17,53,994,9
29.3.195.213,6,80,896,8
172.219.213.242,17,53,353,9
122.161.33.154,17,53,1162,9
151.62.18.156,17,53,706,9
105.48.176.196,17,53,1362,9
62.97.45.102,17,53,1080,9
151.164.24.184,17,53,1301,9
131.60.143.85,17,4009,409,5
37.152.243.131,6,80,335,8
42.149.89.8,6,37792,273,5
236.37.122.117,17,53,844,9
163.59.61.253,17,34471,698,5
210.64.239.2,6,443,866,8
242.127.58.215,6,80,392,8
55.114.170.151,6,443,750,8
123.78.158.205,6,443,487,8
196.122.59.126,6,80,802,8
130.196.28.84,6,443,222,8
175.130.231.12,6,80,296,8
236.31.65.206,6,59789,73,5
17.159.176.62,6,443,656,8
96.210.117.154,17,53,692,9
33.216.185.106,17,38880,456,5
4.61.114.219,17,53,423,9
175.50.186.248,6,59278,289,5
211.150.111.10,17,6014,1313,5
155.2.197.53,17,58769,412,5
45.107.138.78,17,23379,1428,5
153.141.101.186,17,8896,505,5
192.156.46.190,17,45641,1078,5
23.219.76.47,17,53,980,9
168.205.244.77,17,53,120,9
107.177.242.188,17,53,1040,9
223.244.124.81,6,443,923,8
109.208.19.243,6,23778,898,5
196.199.170.180,17,53,1271,9
147.124.167.124,6,443,1101,8
108.236.223.130,6,18229,369,5
65.40.23.235,17,53,1100,9
196.15.84.5,6,443,597,8
21.117.17.173,17,53,1262,9
139.49.244.216,6,80,819,8
65.255.129.209,6,443,948,8
133.197.57.16,6,80,578,8
133.15.28.220,6,80,936,8
205.229.195.90,6,443,162,8
104.170.18.54,17,53,304,9
27.73.9.182,17,53,498,9
149.218.210.22,6,443,779,8
137.62.43.137,6,80,800,8
144.142.58.149,17,19117,955,5
156.164.54.77,6,443,675,8
52.37.68.156,6,443,1034,8
142.188.109.126,6,80,935,8
45.192.145.88,17,53,1331,9
123.215.180.191,6,80,210,8
253.14.224.182,17,2046,1330,5
147.224.242.53,6,443,1239,8
58.210.74.200,17,53,273,9
243.1.187.108,17,7686,702,5
25.171.220.21,17,53,1256,9
130.34.205.127,17,53,451,9
201.60.156.198,17,26167,1188,5
13.83.85.26,6,31629,422,5
162.200.207.98,17,53,223,9
205.235.38.150,6,443,558,8
210.192.222.194,6,443,1171,8
153.169.175.106,17,57227,1023,5
22.144.99.107,6,43762,111,5
67.89.255.67,6,443,99,8
94.239.13.30,17,26266,628,5
155.233.80.199,17,53,547,9
185.120.124.75,6,443,837,8
126.142.237.18,6,80,318,8
2.189.234.190,6,443,1115,8
132.165.177.139,17,53,172,9
49.218.232.23,6,80,1370,8
178.205.154.10,17,53,348,9
157.125.23.86,17,53,487,9
172.140.220.175,17,53,937,9
92.23.235.181,17,53,489,9
167.175.85.69,6,26310,155,5
249.195.238.5,17,18087,1014,5
102.65.73.84,6,443,734,8
171.110.248.221,6,80,1409,8
180.32.145.3,17,53,485,9
235.79.54.56,6,54513,768,5
140.178.26.162,6,37942,1022,5
149.59.15.31,6,56301,820,5
208.197.149.80,6,80,1412,8
246.138.233.183,17,39520,953,5
1.48.214.107,17,53,185,9
44.207.20.114,17,47883,116,5
129.152.209.245,17,53,586,9
143.2.108.44,6,6903,593,5
128.207.177.219,6,80,856,8
198.141.164.178,17,53,205,9
174.124.253.20,6,29480,815,5
220.173.142.194,17,53,165,9
123.98.101.158,6,443,654,8
66.0.121.245,6,443,150,8
179.128.70.239,17,53,1386,9
204.215.96.143,6,80,1130,8
137.32.123.196,17,53,1011,9
67.106.226.187,6,443,1286,8
73.139.207.103,17,20724,816,5
87.140.216.117,6,80,194,8
45.177.61.235,17,53,1059,9
80.89.247.123,17,53,618,9
146.222.212.149,17,53,879,9
48.174.209.45,17,53,396,9
188.179.99.109,17,14252,1161,5
67.241.155.88,6,443,899,8
58.173.88.64,17,53,993,9
213.190.168.220,6,80,70,8
91.36.156.42,6,80,1348,8
199.104.131.57,6,80,1382,8
245.63.9.30,17,53,494,9
217.23.56.248,17,53,681,9
80.191.41.149,17,15080,751,5
70.84.231.125,17,50690,743,5
130.217.167.116,17,53,1101,9
101.219.110.67,6,443,1129,8
32.212.186.24,6,443,324,8
108.85.64.240,17,53,650,9
88.231.237.248,6,80,457,8
198.161.164.104,17,62101,759,5
132.169.23.137,6,24090,193,5
2.39.184.213,17,53,650,9
172.146.4.180,17,53,107,9
25.202.156.27,17,48456,1239,5
220.161.173.204,6,17785,1027,5
67.74.19.14,6,32207,721,5
68.247.240.26,17,2150,1181,5
87.213.43.120,6,443,221,8
47.20.247.119,6,54714,105,5
108.135.133.70,6,80,274,8
192.143.230.215,6,80,756,8
102.141.60.139,17,53,261,9
115.98.249.183,17,15734,343,5
146.71.232.81,6,80,791,8
175.158.122.14,17,53,323,9
208.110.204.188,6,443,536,8
184.135.92.175,6,443,325,8
205.216.175.9,6,80,718,8
142.42.195.255,6,7997,752,5
219.55.12.167,6,80,319,8
50.49.50.250,17,53,966,9
189.17.22.238,17,54095,130,5
2.126.120.156,6,443,1372,8
107.232.199.86,17,7605,490,5
124.147.36.62,6,443,675,8
12.54.173.78,6,80,422,8
41.208.198.19,17,53,791,9
65.25.32.246,17,53,1457,9
24.167.61.148,6,80,856,8
190.157.169.81,6,80,762,8
66.128.58.160,17,53,995,9
207.93.51.127,6,80,1186,8
88.25.147.204,6,443,761,8
105.105.41.178,17,53,1209,9
155.7.7.229,17,53,395,9
137.215.22.239,17,53,437,9
72.220.30.38,6,80,646,8
130.172.126.29,6,39249,540,5
20.18.131.251,6,443,1325,8
157.25.17.165,17,65132,224,5
244.227.95.123,17,53,1489,9
222.70.34.46,17,53,1229,9
237.182.139.129,17,40784,1223,5
232.53.240.128,6,443,285,8
20.64.173.236,6,42158,1227,5
87.247.215.31,17,54636,1460,5
80.64.92.67,17,53,305,9
167.43.221.221,6,80,1414,8
181.222.248.7,6,443,1420,8
101.60.143.116,6,80,656,8
227.63.197.44,6,443,295,8
240.83.56.81,17,22445,1128,5
115.70.30.7,17,59917,991,5
42.213.92.11,6,80,479,8
218.173.160.177,6,3269,331,5
191.238.241.157,17,53,953,9
53.232.3.100,17,62314,1155,5
101.164.199.155,17,55637,614,5
24.118.53.118,6,80,852,8
13.199.129.4,6,4915,1438,5
197.91.233.93,17,53,236,9
254.250.193.152,17,17608,1009,5
26.155.13.66,6,62292,888,5
158.59.241.179,17,20041,475,5
99.204.246.4,6,80,788,8
58.183.18.126,17,53,1421,9
188.210.232.235,6,45609,176,5
32.92.132.145,6,443,1238,8
43.172.247.18,17,53,1353,9
234.79.74.128,17,40989,988,5
221.62.232.84,6,57886,1131,5
239.82.211.110,17,53,393,9
140.109.118.142,6,80,1225,8
138.14.192.24,17,11972,271,5
136.166.19.180,6,80,1186,8
232.175.48.31,17,53,348,9
22.237.3.48,6,59703,1112,5
78.208.115.13,6,443,1460,8
105.134.48.90,17,53,1240,9
39.221.26.196,6,80,682,8
2.179.201.72,6,80,797,8
34.228.150.40,6,443,93,8
73.105.64.50,6,45228,609,5
136.252.61.161,17,47894,394,5
193.102.168.179,17,52377,913,5
76.179.70.99,17,53,438,9
196.16.1.8,6,20895,990,5
204.71.107.114,6,80,610,8
152.213.60.245,6,443,429,8
203.248.242.158,17,53,1292,9
140.87.162.119,17,53,656,9
48.70.48.8,6,80,1163,8
111.230.51.241,6,443,1352,8
63.249.49.52,17,53,1441,9
165.95.167.37,6,46852,883,5
212.19.200.80,17,13196,990,5
56.120.190.207,17,12619,103,5
20.71.22.204,6,443,1188,8
160.21.43.91,6,80,692,8
69.152.243.200,17,53,595,9
68.209.133.36,6,36210,144,5
17.134.218.147,17,53,80,9
34.249.202.254,17,2027,1307,5
115.232.141.182,17,24482,271,5
125.243.115.120,17,5926,1024,5
82.21.181.3,17,16473,304,5
38.243.65.200,17,53,1437,9
5.170.94.171,17,16703,1085,5
248.234.202.54,17,53,861,9
72.56.168.136,6,80,1389,8
2.25.169.199,6,443,1044,8
23.23.38.84,17,12825,817,5
3.197.1.254,6,443,1072,8
55.153.163.118,6,80,299,8
107.149.12.29,17,53,529,9
95.19.225.11,6,80,445,8
8.31.236.130,17,38732,915,5
37.102.3.22,17,53,578,9
100.117.192.238,6,80,547,8
139.14.160.185,6,24406,251,5
46.125.149.43,17,41013,659,5
3.58.196.214,17,53,908,9
182.245.111.28,17,53,817,9
249.151.199.121,17,2178,1278,5
254.153.223.105,6,43100,1401,5
50.253.115.197,17,8724,569,5
53.92.202.156,6,443,844,8
246.18.29.44,17,53,840,9
239.171.205.115,17,53,488,9
186.109.190.216,17,53,464,9
31.68.170.136,17,53,681,9
76.127.3.187,17,53,1118,9
170.172.130.110,6,80,729,8
249.40.125.38,6,34546,1415,5
111.37.55.206,17,55017,1283,5
3.219.122.46,17,38256,497,5
203.93.43.89,17,27653,791,5
149.174.177.139,17,53,1189,9
62.59.26.64,6,15520,773,5
248.5.144.240,6,80,1308,8
176.213.21.171,17,53,1463,9
39.173.141.81,17,53,951,9
197.82.243.197,17,53,465,9
63.172.67.23,6,80,147,8
127.250.180.147,6,80,1006,8
15.95.151.7,6,80,990,8
27.126.5.2,17,53,882,9
124.227.69.99,6,80,1363,8
228.76.189.65,6,43670,615,5
187.178.67.102,6,80,97,8
96.181.119.23,17,53,1303,9
185.114.57.58,17,53,910,9
10.27.235.211,17,53,376,9
180.229.112.186,6,80,895,8
143.28.63.160,17,62702,647,5
125.118.171.88,6,443,920,8
145.19.93.126,17,29433,1044,5
139.42.183.89,17,53,1353,9
119.232.183.98,6,443,1116,8
41.12.68.20,17,1336,246,5
135.248.159.98,6,80,335,8
115.10.215.222,17,37785,1190,5
209.197.106.0,6,55409,990,5
138.166.176.6,6,80,918,8
116.62.133.49,17,53,1224,9
129.134.114.43,17,53,1298,9
187.208.254.108,17,57195,1170,5
226.7.219.32,17,53,1005,9
158.197.64.93,17,53,316,9
209.173.62.81,17,53204,491,5
174.231.199.165,17,22407,1479,5
72.123.37.215,6,443,921,8
82.112.43.41,6,64639,1091,5
168.173.21.57,17,47599,891,5
240.19.161.112,6,80,237,8
8.1.142.131,6,443,842,8
27.103.247.187,17,53,818,9
49.13.201.209,6,443,453,8
151.29.245.253,6,63491,989,5
12.144.224.40,6,34098,750,5
183.196.179.238,6,443,94,8
235.200.246.183,6,80,519,8
167.223.48.178,17,63657,1052,5
213.3.11.67,6,80,164,8
163.144.11.192,6,443,114,8
227.243.66.168,6,58254,1145,5
210.112.84.112,17,55576,740,5
157.239.87.180,6,443,349,8
135.109.232.197,6,3330,1015,5
187.251.27.113,6,80,157,8
213.158.240.253,6,80,1197,8
132.252.252.176,6,80,1244,8
98.165.14.236,17,53,1495,9
168.41.15.60,6,42080,1333,5
242.143.148.68,17,31799,562,5
142.226.94.84,17,29794,1193,5
191.0.245.108,17,53,960,9
147.153.173.21,6,80,79,8
172.171.139.105,17,53,1278,9
26.166.116.116,17,50698,899,5
202.222.195.121,17,53,587,9
140.202.137.99,17,25718,757,5
129.51.139.220,17,53,112,9
168.84.2.126,17,53,111,9
153.148.19.204,17,21302,1448,5
238.251.42.36,17,41289,1346,5
231.9.65.83,6,443,963,8
255.49.149.10,6,80,1272,8
216.72.90.84,6,80,84,8
162.28.18.9,6,443,550,8
139.174.41.94,6,443,657,8
190.156.175.207,6,443,1189,8
115.208.182.199,6,5969,1499,5
245.183.13.217,17,17354,463,5
227.236.79.106,6,443,66,8
1.174.126.177,17,19345,1234,5
252.1.69.225,17,53,642,9
80.157.151.205,17,53,413,9
210.132.181.40,17,53,1273,9
146.85.39.63,6,443,1395,8
24.35.51.131,6,80,1129,8
117.218.203.190,17,43613,604,5
39.246.162.172,6,27851,241,5
67.214.67.237,17,65180,1464,5
63.246.159.65,17,18915,183,5
76.224.158.203,17,8538,1404,5
146.11.114.91,17,53,556,9
123.135.75.74,6,80,92,8
164.106.204.154,17,53,1425,9
97.173.1.138,17,53,561,9
199.182.17.205,17,53,389,9
85.154.143.84,6,443,749,8
111.46.146.185,17,53,732,9
197.56.72.114,6,443,1157,8
237.188.54.216,6,443,235,8
161.215.112.234,17,53,1073,9
13.219.84.91,6,8797,906,5
134.61.252.214,17,19245,952,5
144.158.33.186,17,19026,1044,5
178.160.247.120,6,12204,1466,5
39.55.243.69,6,7608,184,5
255.83.118.164,6,43549,270,5
248.150.23.250,17,57326,1444,5
23.15.173.50,17,56012,265,5
110.147.86.21,17,61035,311,5
201.79.110.211,6,80,850,8
37.228.36.3,6,80,823,8
86.15.30.45,6,42563,1276,5
190.204.247.96,17,34463,1276,5
140.83.183.76,6,80,618,8
67.54.255.229,6,443,351,8
178.167.164.117,6,80,530,8
195.20.150.234,6,443,847,8
50.183.61.128,17,53,991,9
146.66.186.84,6,443,1258,8
134.53.26.84,6,443,1360,8
62.8.92.183,17,34616,1469,5
110.24.201.179,17,36759,221,5
147.117.238.97,6,35875,534,5
105.224.131.112,17,53,972,9
93.130.46.58,6,80,245,8
48.195.239.138,6,443,587,8
167.200.240.197,17,53,67,9
197.9.213.88,6,80,1123,8
205.132.10.71,6,15151,296,5
159.136.221.163,6,443,1110,8
112.194.54.0,6,80,253,8
59.197.249.127,17,2394,625,5
175.115.179.207,17,53,1225,9
21.247.239.97,17,39605,671,5
189.85.56.199,6,37895,909,5
73.165.186.235,6,80,96,8
205.229.88.72,6,39739,988,5
78.28.55.98,17,48890,1311,5
120.159.237.150,6,80,800,8
84.245.223.112,6,80,276,8
54.61.117.241,17,53,241,9
192.23.70.110,6,443,503,8
140.126.41.4,6,443,860,8
254.7.131.42,17,53,72,9
171.19.32.50,17,7988,858,5
134.220.78.52,17,18563,911,5
65.101.150.76,17,36313,1445,5
15.99.95.74,6,64848,127,5
69.114.179.133,17,53,697,9
241.247.22.5,6,443,1158,8
17.12.141.146,17,40631,350,5
169.14.49.157,6,17697,588,5
27.158.197.249,6,80,964,8
98.243.47.174,6,21280,1084,5
250.211.180.76,17,53,519,9
181.174.42.86,17,43630,890,5
231.100.40.196,6,80,1257,8
22.136.133.194,6,443,1417,8
247.127.163.167,17,61409,667,5
182.100.97.153,6,443,1499,8
10.45.54.166,6,5498,1342,5
78.15.186.225,6,80,178,8
125.108.61.42,17,53,1143,9
190.144.99.251,17,53,960,9
4.180.10.201,6,80,1181,8
175.47.7.115,17,38770,505,5
77.101.64.54,17,17420,1405,5
253.136.86.90,6,20994,1049,5
242.249.75.44,6,61854,813,5
57.191.201.182,17,53,389,9
35.35.132.22,17,53,773,9
186.218.12.148,17,46437,633,5
175.191.253.228,6,443,710,8
106.214.91.140,17,53,1001,9
146.169.122.205,6,80,293,8
154.249.116.147,6,10221,143,5
33.187.209.131,17,53,1133,9
167.8.114.128,6,443,1346,8
35.91.39.91,6,38358,929,5
232.217.26.32,17,53997,444,5
197.33.255.46,17,53,758,9
40.117.212.10,6,80,926,8
184.45.64.222,6,80,550,8
47.35.124.77,6,80,1307,8
249.15.182.228,17,56105,1120,5
246.16.244.13,17,53,946,9
77.168.56.183,6,54706,581,5
189.3.211.59,6,80,361,8
48.28.106.191,6,443,1426,8
33.172.253.181,17,15238,331,5
157.240.52.211,6,443,70,8
156.195.193.245,6,15376,1257,5
152.171.24.44,6,80,92,8
6.173.121.32,17,53,570,9
199.162.177.113,17,58367,924,5
166.74.31.232,17,55661,1408,5
99.48.152.237,6,80,686,8
121.78.8.56,6,29378,745,5
41.237.231.96,6,80,784,8
57.237.8.0,17,3466,1441,5
248.4.67.238,6,443,1314,8
236.233.80.75,6,80,1008,8
243.64.45.211,6,80,459,8
52.94.46.175,17,5480,1282,5
157.247.154.39,6,443,459,8
176.23.197.51,17,35799,1171,5
221.228.245.193,6,443,900,8
